0,1,2
1207,"How many author have name which contains with Streit, Mich ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Streit, Mich%';"
277,What is the number of Authors of N07-2033,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'N07-2033' 
977,What is the Name of the Author with ID A-9047 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-9047';
1238,How many number of papers have been published in the conference C-129?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-129' ;
390,What are the Fields associated with paperID C94-2121?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'C94-2121'
824,Where is affiliate Institute for Defense Analyses loacted?,SELECT Place From AffiliationID_Place_Affiliation WHERE Affiliate LIKE 'Institute for Defense Analyses
1472,How many number of conference have ID that starts with C-3?,SELECT COUNT(*) FROM ConfID_FieldID WHERE ConfID LIKE 'C-3%' ;
1586,What is the venue for the conference with the ID C-308?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-308;
348,List all the Field IDs associated with paperID W06-0603.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W06-0603'
788,What is the name of affiliate with AF-1904 and where it is located,"SELECT Affiliate,Place FROM AffiliationID_Place_Affiliation WHERE AffiliationID == 'AF-1904'"
1356,List the paper ID of the all the paper which in the conference with ID C-174,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-174
131,How many papers are written by A-10475?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-10475'
890,List the number of authors affiliated with each affiliate which have more than 206 authors.,"SELECT Count(*),AffiliationID FROM AuthID_AffiliationID GROUP BY AffiliationID HAVING Count(*) > 206 ORDER BY Count(*) DESC"
1146,What are the IDs of the Authors whose name begin with Ogur ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Ogur%';
1425,What is the Field ID in which the conference with ID C-232 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-232' ;
88,What are the papers written by A-15331?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-15331'
1550,How many total conferences have been held at Proceedings of the Third International Workshop on Cross Lingual Information Access: Addressing the Information Need of Multilingual Societies (CLIAWS3)?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the Third International Workshop on Cross Lingual Information Access: Addressing the Information Need of Multilingual Societies (CLIAWS3);
335,List all the Field IDs associated with paperID N07-1047.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'N07-1047'
1261,How many number of papers have been published in the conference C-88?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-88' ;
471,what is the summary of paper with paperID W11-1825 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'W11-1825' 
122,How many papers are written by A-13701?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-13701'
1722,How many total papers are published?,SELECT DISTINCT COUNT(PaperID) FROM KeywordID_PaperID;
1067,"What is the ID of the Author whose name is Fuumlgen, Christian ?","SELECT AuthID FROM AuthID_Name WHERE Name='Fuumlgen, Christian';"
1118,List the Authors whose name begin with Halaacute ?,SELECT AuthID FROM AuthID_Name WHERE Name='Halaacute';
1153,"What are the IDs of the Authors whose name begin with Tanner, He ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Tanner, He%';"
1318,What is the Conference ID of the conference in which paper of the id N09-2031 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='N09-2031';
879,Count all authids with AF-1031,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-1031'
1526,How many total conferences have been held at Proceedings of the IJCNLP-08 Workshop on NLP for Less Privileged Languages?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the IJCNLP-08 Workshop on NLP for Less Privileged Languages;
1149,What are the IDs of the Authors whose name begin with Bouamor ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Bouamor%';
